Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"SERENITY in Air Traffic Management","Security and Dependability for Ambient Intelligence","","","","10.1007/978-0-387-88775-3_20","Massimo FeliciValentino MeduriAlessandra TedeschiCarlo Riccucci","2009","http://link.springer.com/chapter/10.1007/978-0-387-88775-3_20","Chapter"
"Modellqualität als Indikator für Softwarequalität: eine Taxonomie","Informatik-Spektrum","","31","5","10.1007/s00287-008-0279-4","Florian FieberMichaela HuhnBernhard Rumpe","2008","http://link.springer.com/article/10.1007/s00287-008-0279-4","Article"
"Towards Semantic Navigation in Mobile Robotics","Graph Transformations and Model-Driven Engineering","","","","10.1007/978-3-642-17322-6_30","Adam BorkowskiBarbara SiemiatkowskaJacek Szklarski","2010","http://link.springer.com/chapter/10.1007/978-3-642-17322-6_30","Chapter"
"Image Processing and Display","International Journal of Computer Assisted Radiology and Surgery","","1","1","10.1007/s11548-006-0010-3","","2006","http://link.springer.com/article/10.1007/s11548-006-0010-3","Article"
"Towards Interoperable Environmental Security Applications — The Role of Open Geospatial Service Platform","GeoSpatial Visual Analytics","","","","10.1007/978-90-481-2899-0_2","Thomas Usländer","2009","http://link.springer.com/chapter/10.1007/978-90-481-2899-0_2","Chapter"
"Converting scenarios to CSP traces with Mise en Scene for requirements-based programming","Innovations in Systems and Software Engineering","","4","1","10.1007/s11334-007-0041-0","J. CarterW. B. Gardner","2008","http://link.springer.com/article/10.1007/s11334-007-0041-0","Article"
"Structuring evolution: on the evolution of socio-technical systems","Structure for Dependability: Computer-Based Systems from an Interdisciplinary Perspective","","","","10.1007/1-84628-111-3_3","Massimo Felici","2006","http://link.springer.com/chapter/10.1007/1-84628-111-3_3","Chapter"
"Safety Case Development as an Information Modelling Problem","Safety-Critical Systems: Problems, Process and Practice","","","","10.1007/978-1-84882-349-5_12","Robert Lewis","2009","http://link.springer.com/chapter/10.1007/978-1-84882-349-5_12","Chapter"
"From commercial documents to system requirements: an approach for the engineering of novel CBTC solutions","International Journal on Software Tools for Technology Transfer","","16","6","10.1007/s10009-013-0298-6","Alessio FerrariGiorgio O. SpagnoloGiacomo MartelliSimone Menabeni","2014","http://link.springer.com/article/10.1007/s10009-013-0298-6","Article"
"Unique identification of elements in evolving software models","Software & Systems Modeling","","13","2","10.1007/s10270-012-0311-7","Sven Wenzel","2014","http://link.springer.com/article/10.1007/s10270-012-0311-7","Article"
"A Service Oriented Modeling and Analysis for Building Intrusion Detection Systems","Global Trends in Computing and Communication Systems","","","","10.1007/978-3-642-29219-4_75","Rama Rao K.V.S.N.Manas Ranjan Patra","2012","http://link.springer.com/chapter/10.1007/978-3-642-29219-4_75","Chapter"
"Model of Information Technology Management - MITM","Advanced Modeling of Management Processes in Information Technology","","","","10.1007/978-3-642-40877-9_2","Zdzisław KowalczukCezary Orłowski","2014","http://link.springer.com/chapter/10.1007/978-3-642-40877-9_2","Chapter"
"Role Approach in Access Control Development with the Usage Control Concept","Computer Information Systems and Industrial Management","","","","10.1007/978-3-642-33260-9_10","Aneta Poniszewska-Maranda","2012","http://link.springer.com/chapter/10.1007/978-3-642-33260-9_10","Chapter"
"Integrating Quality-Attribute Reasoning Frameworks in the ArchE Design Assistant","Quality of Software Architectures. Models and Architectures","","","","10.1007/978-3-540-87879-7_11","Andres Diaz-PaceHyunwoo KimLen BassPhil BiancoFelix Bachmann","2008","http://link.springer.com/chapter/10.1007/978-3-540-87879-7_11","Chapter"
"Retrospects and Prospects","Location, Transport and Land-Use","","","","10.1007/3-540-26851-0_12","","2005","http://link.springer.com/chapter/10.1007/3-540-26851-0_12","Chapter"
"Transforming Timeline Specifications into Automata for Runtime Monitoring","Applications of Graph Transformations with Industrial Relevance","","","","10.1007/978-3-540-89020-1_18","Eric BoddenHans Vangheluwe","2008","http://link.springer.com/chapter/10.1007/978-3-540-89020-1_18","Chapter"
"Comparison of component frameworks for real-time embedded systems","Knowledge and Information Systems","","40","1","10.1007/s10115-013-0627-9","Tomáš PopPetr HnětynkaPetr HošekMichal MalohlavaTomáš Bureš","2014","http://link.springer.com/article/10.1007/s10115-013-0627-9","Article"
"Modeling Real-Time Applications with Reusable Design Patterns","Advanced Computer Science and Information Technology","","","","10.1007/978-3-642-13346-6_2","Saoussen RekhisNadia BouassidaRafik Bouaziz","2010","http://link.springer.com/chapter/10.1007/978-3-642-13346-6_2","Chapter"
"Towards Consumer Preference-Aware Requirements","Advanced Information Systems Engineering Workshops","","","","10.1007/978-3-642-31069-0_44","Eric-Oluf SveeConstantinos GiannoulisJelena Zdravkovic","2012","http://link.springer.com/chapter/10.1007/978-3-642-31069-0_44","Chapter"
"Dynamic System Reconfiguration Via Service Composition for Dependable Computing","Reliable Systems on Unreliable Networked Platforms","","","","10.1007/978-3-540-71156-8_11","W. T. TsaiWeiwei SongYinong ChenRay Paul","2007","http://link.springer.com/chapter/10.1007/978-3-540-71156-8_11","Chapter"
"Integrating Legal-URN and Eunomos: Towards a Comprehensive Compliance Management Solution","AI Approaches to the Complexity of Legal Systems","","","","10.1007/978-3-662-45960-7_10","Guido BoellaSilvano Colombo TosattoSepideh GhanavatiJoris HulstijnLlio HumphreysRobert MuthuriAndré RifautLeendert van der Torre","2014","http://link.springer.com/chapter/10.1007/978-3-662-45960-7_10","Chapter"
"Dynamic Adaptation","Middleware for Network Eccentric and Mobile Applications","","","","10.1007/978-3-540-89707-1_13","Paul Grace","2009","http://link.springer.com/chapter/10.1007/978-3-540-89707-1_13","Chapter"
"Impact of Information Technology on the Quality of Health Services","Service Orientation in Holonic and Multi-Agent Manufacturing Control","","","","10.1007/978-3-642-27449-7_23","Radu DobrescuVictor Purcarea","2012","http://link.springer.com/chapter/10.1007/978-3-642-27449-7_23","Chapter"
"Verification of Timed Healthcare Workflows Using Component Timed-Arc Petri Nets","Foundations of Health Information Engineering and Systems","","","","10.1007/978-3-642-39088-3_2","Cristiano BertoliniZhiming LiuJiří Srba","2013","http://link.springer.com/chapter/10.1007/978-3-642-39088-3_2","Chapter"
"Towards Self-organization in Automotive Embedded Systems","Autonomic and Trusted Computing","","","","10.1007/978-3-642-02704-8_4","Gereon WeissMarc ZellerDirk EilersRudi Knorr","2009","http://link.springer.com/chapter/10.1007/978-3-642-02704-8_4","Chapter"
"Advanced Functional Programming","Lecture Notes in Computer Science","","","","10.1007/11546382","Varmo VeneTarmo Uustalu","2005","http://link.springer.com/book/10.1007/11546382","Book"
"Enforceable component-based realtime contracts","Real-Time Systems","","35","1","10.1007/s11241-006-9002-1","Hermann HärtigSteffen ZschalerMartin PohlackRonald AignerSteffen GöbelChristoph PohlSimone Röttger","2007","http://link.springer.com/article/10.1007/s11241-006-9002-1","Article"
"Controlling Requirements Evolution: An Avionics Case Study","Computer Safety, Reliability and Security","","","","10.1007/3-540-40891-6_31","Stuart AndersonMassimo Felici","2000","http://link.springer.com/chapter/10.1007/3-540-40891-6_31","Chapter"
"Expert Knowledge Based Design and Verification of Secure Systems with Embedded Devices","Availability, Reliability, and Security in Information Systems","","","","10.1007/978-3-319-10975-6_15","Vasily DesnitskyIgor Kotenko","2014","http://link.springer.com/chapter/10.1007/978-3-319-10975-6_15","Chapter"
"Safe Tech: A Control Oriented Viewpoint","Computer Safety, Reliability and Security","","","","10.1007/3-540-40891-6_20","Maarten Steinbuch","2000","http://link.springer.com/chapter/10.1007/3-540-40891-6_20","Chapter"
"Automatic Program Generation from Formal Specifications using APTS","Automatic Program Development","","","","10.1007/978-1-4020-6585-9_10","Elizabeth I. LeonardConstance L. Heitmeyer","2008","http://link.springer.com/chapter/10.1007/978-1-4020-6585-9_10","Chapter"
"Modeling the Railway Control Domain Rigorously with a UML 2.0 Profile","Computer Safety, Reliability, and Security","","","","10.1007/11875567_30","Kirsten BerkenkötterUlrich Hannemann","2006","http://link.springer.com/chapter/10.1007/11875567_30","Chapter"
"Dynamic Logic Semantics for UML Consistency","Model Driven Architecture – Foundations and Applications","","","","10.1007/11787044_10","Greg O’Keefe","2006","http://link.springer.com/chapter/10.1007/11787044_10","Chapter"
"Encapsulating Application Subsystems Using the DECOS Core OS","Computer Safety, Reliability, and Security","","","","10.1007/11875567_29","Martin SchlagerWolfgang HerznerAndreas WolfOliver GründonnerMaximilian RosenblattlErwin Erkinger","2006","http://link.springer.com/chapter/10.1007/11875567_29","Chapter"
"Architectural Verification of Control Systems Using CSP","Formal Methods and Software Engineering","","","","10.1007/978-3-642-24559-6_23","Joabe JesusAlexandre MotaAugusto SampaioLuiz Grijo","2011","http://link.springer.com/chapter/10.1007/978-3-642-24559-6_23","Chapter"
"Enhancing the OPEN Process Framework with service-oriented method fragments","Software & Systems Modeling","","13","1","10.1007/s10270-011-0222-z","Mahdi Fahmideh GholamiMohsen SharifiPooyan Jamshidi","2014","http://link.springer.com/article/10.1007/s10270-011-0222-z","Article"
"Deriving software architectural models from requirements models for adaptive systems: the STREAM-A approach","Requirements Engineering","","17","4","10.1007/s00766-011-0126-z","João PimentelMárcia LucenaJaelson CastroCarla SilvaEmanuel SantosFernanda Alencar","2012","http://link.springer.com/article/10.1007/s00766-011-0126-z","Article"
"Semantics Empowered Web 3.0","Synthesis Lectures on Data Management","","","","10.1007/978-3-031-01894-7","Amit ShethKrishnaprasad Thirunarayan","2013","http://link.springer.com/book/10.1007/978-3-031-01894-7","Book"
"Scenario-Based Static Analysis of UML Class Models","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-540-87875-9_17","Lijun YuRobert B. FranceIndrakshi Ray","2008","http://link.springer.com/chapter/10.1007/978-3-540-87875-9_17","Chapter"
"Components, Features, and Agents in the ABC","Objects, Agents, and Features","","","","10.1007/978-3-540-25930-5_10","Tiziana Margaria","2004","http://link.springer.com/chapter/10.1007/978-3-540-25930-5_10","Chapter"
"Evaluation of malware phylogeny modelling systems using automated variant generation","Journal in Computer Virology","","5","4","10.1007/s11416-008-0100-6","Matthew HayesAndrew WalensteinArun Lakhotia","2008","http://link.springer.com/article/10.1007/s11416-008-0100-6","Article"
"Adaptation to Climate Change and Other Emergent Conditions with Inland and Terrestrial Infrastructure Systems with Application Case Studies","Climate","","","","10.1007/978-94-007-1770-1_31","J. H. LambertC. W. KarvetskiI. Linkov","2011","http://link.springer.com/chapter/10.1007/978-94-007-1770-1_31","Chapter"
"On the Synthesis of Secure Services Composition","Engineering Secure Future Internet Services and Systems","","","","10.1007/978-3-319-07452-8_6","Jose A. MartínFabio MartinelliIlaria MatteucciErnesto PimentelMathieu Turuani","2014","http://link.springer.com/chapter/10.1007/978-3-319-07452-8_6","Chapter"
"A web services-based approach to develop a networked information integration service platform for gear enterprise","Journal of Intelligent Manufacturing","","23","5","10.1007/s10845-010-0477-1","Jianjun YangJubo LiXiaozhong DengKai XuHua Zhang","2012","http://link.springer.com/article/10.1007/s10845-010-0477-1","Article"
"CADP 2011: a toolbox for the construction and analysis of distributed processes","International Journal on Software Tools for Technology Transfer","","15","2","10.1007/s10009-012-0244-z","Hubert GaravelFrédéric LangRadu MateescuWendelin Serwe","2013","http://link.springer.com/article/10.1007/s10009-012-0244-z","Article"
"Engineering Cyber-Physical Systems: Challenges and Foundations","Complex Systems Design & Management","","","","10.1007/978-3-642-34404-6_1","Manfred Broy","2013","http://link.springer.com/chapter/10.1007/978-3-642-34404-6_1","Chapter"
"Let’s Get Physical: Computer Science Meets Systems","From Programs to Systems. The Systems perspective in Computing","","","","10.1007/978-3-642-54848-2_13","Pierluigi NuzzoAlberto Sangiovanni-Vincentelli","2014","http://link.springer.com/chapter/10.1007/978-3-642-54848-2_13","Chapter"
"A policy framework for Web-Service based Business Activity Management (BAM)","Information Systems and e-Business Management","","2","1","10.1007/s10257-003-0028-9","Jun-Jang (JJ) JengHenry ChangJen-Yao Chung","2004","http://link.springer.com/article/10.1007/s10257-003-0028-9","Article"
"The Need for Web Engineering: An Introduction","Web Engineering","","","","10.1007/3-540-28218-1_1","Emilia MendesNile MosleySteve Counsell","2006","http://link.springer.com/chapter/10.1007/3-540-28218-1_1","Chapter"
"Negotiation Among Web Services Using LOTOS/CADP","Web Services","","","","10.1007/978-3-540-30209-4_15","Gwen SalaünAndrea FerraraAntonella Chirichiello","2004","http://link.springer.com/chapter/10.1007/978-3-540-30209-4_15","Chapter"
"Dynamically Adapting BDI Agents Based on High-Level User Specifications","Advanced Agent Technology","","","","10.1007/978-3-642-27216-5_11","Ingrid NunesMichael LuckSimone Diniz Junqueira BarbosaSimon MilesCarlos J. P. de Lucena","2012","http://link.springer.com/chapter/10.1007/978-3-642-27216-5_11","Chapter"
"A Multimodeling Approach for Quality-Driven Architecture Derivation","Building Sustainable Information Systems","","","","10.1007/978-1-4614-7540-8_16","Emilio InsfranSilvia AbrahãoJavier González-HuertaJohn D. McGregorIsidro Ramos","2013","http://link.springer.com/chapter/10.1007/978-1-4614-7540-8_16","Chapter"
"Introduction","The Common Information Model CIM","","","","10.1007/978-3-642-25215-0_1","Mathias UslarMichael SpechtSebastian RohjansJörn TrefkeJosé Manuel Vasquez González","2012","http://link.springer.com/chapter/10.1007/978-3-642-25215-0_1","Chapter"
"EASY Meta-programming with Rascal","Generative and Transformational Techniques in Software Engineering III","","","","10.1007/978-3-642-18023-1_6","Paul KlintTijs van der StormJurgen Vinju","2011","http://link.springer.com/chapter/10.1007/978-3-642-18023-1_6","Chapter"
